A21MDCXQ0000	status=ok	startTime=2022-01-22-13-12-33-424415	specDigest=7f5887f5d563e1885996644b9da78da18d3b2776	summary=1 tasks (1 changed, 1 ok, 0 failed, 0 unknown, 0 skipped)	changelog=jobs/job2022-01-22-13-12-33-424415.yaml
A21MDCXQ0001	previousId=	status=ok	target=::test_remote	operation=configure	digestKeys=playbook	digestValue=da7d2da85301828d7e30fbabf97b8a3ea64f9a92	summary=configure on instance test_remote (type tosca.nodes.Root, status ok) using configurator for add: Standard.configure (unfurl.configurators.ansible.AnsibleConfigurator), priority: required, reason: add
